word,mlu,dataset
radio,19.445480179134186,unified
sad,23.160777619410652,unified
smile,19.167669872789325,unified
park,18.85539431401846,unified
black,22.084839407974226,unified
brush,21.004507465489716,unified
wash,18.466098648259994,unified
dance,20.678674726203244,unified
pants,15.030329799764429,unified
toy,15.881617172369271,unified
heavy,24.276302274394716,unified
medicine,19.592357137811682,unified
pool,19.40276198212835,unified
push,17.834509045397656,unified
bucket,16.76940587297974,unified
carry,23.977199565315455,unified
grandpa,13.163495575221239,unified
teacher,18.752689561593385,unified
ladder,22.70917965674697,unified
bear,25.20931144865679,unified
ride,19.99440527860709,unified
button,16.522151615501656,unified
jump,16.01592367058517,unified
climb,22.071138792069025,unified
bug,14.777307231322412,unified
sky,21.03216479179418,unified
duck,17.676295957981274,unified
kiss,15.31370476481878,unified
asleep,16.374945343244423,unified
cookie,9.78193653376729,unified
soup,14.515920886519849,unified
shirt,14.378547889869246,unified
coffee,13.900920299687334,unified
bedroom,15.460901038194114,unified
garage,13.923711927127812,unified
movie,15.020749450386582,unified
lick,17.66074620196604,unified
flower,21.317839707078925,unified
party,20.364949755957507,unified
clock,18.77910499139415,unified
tv,23.776506696428573,unified
frog,19.93371378402107,unified
lips,22.88742344210765,unified
telephone,23.72811671087533,unified
garden,25.622904031394935,unified
share,21.60431809300508,unified
uncle,19.369365898759536,unified
puzzle,18.85790964663784,unified
balloon,17.73156532988357,unified
loud,23.822981366459626,unified
nail,17.96987951807229,unified
dry,22.674879438842613,unified
butter,18.990105330354293,unified
cake,13.049420313084362,unified
strawberry,21.325301204819276,unified
peanut,13.851095993953138,unified
toast,12.335840216989274,unified
gum,24.827122728958102,unified
couch,17.73044925124792,unified
muffin,12.532999164578111,unified
hungry,13.486311560779646,unified
jacket,16.005891866913124,unified
lamp,24.704532127000085,unified
wet,22.253995336404483,unified
jeans,13.091994382022472,unified
aunt,22.4063545739547,unified
dark,23.08702050002164,unified
sister,16.988285203929742,unified
toe,20.263909567135375,unified
bunny,9.537123745819398,unified
soft,23.79998971272793,unified
shoulder,23.860764204780416,unified
sandwich,11.895715323166304,unified
monkey,16.126249642959156,unified
knife,17.20122373585777,unified
purse,19.786369193154034,unified
horse,23.21335130748174,unified
tongue,23.069018677734952,unified
moon,19.292880432835286,unified
rooster,15.831432192648922,unified
cow,18.53129171574401,unified
cloud,26.553555996136446,unified
pig,19.458405343547106,unified
jelly,16.046648373186986,unified
beach,17.67775738558996,unified
kitchen,16.98657126561933,unified
beans,18.35551985310994,unified
boots,21.12400469912544,unified
write,22.283673557932186,unified
wipe,15.722454536613828,unified
buttocks,17.211350293542075,unified
soap,19.976792160907685,unified
belly,16.58099268949596,unified
cold,18.2162953325744,unified
juice,17.36022316043426,unified
grass,26.16305599736741,unified
bowl,19.30258064516129,unified
cereal,17.27798982188295,unified
flag,25.25930307593031,unified
penis,11.70403059723448,unified
cheek,25.56745721483798,unified
tissue,21.302281065560695,unified
plant,23.71857427113072,unified
gloves,17.925444925444925,unified
necklace,14.897062786310967,unified
paint,22.484153790873158,unified
mittens,24.202830188679247,unified
blue,22.316755565572333,unified
pencil,23.61377672209026,unified
pizza,11.748443872075553,unified
garbage,12.169790758500437,unified
sleepy,19.61196172248804,unified
dish,22.754489758355025,unified
tiger,20.07046178343949,unified
yellow,24.255522444539046,unified
butterfly,18.14340544312631,unified
blanket,22.99700548993512,unified
shopping,14.872945473519437,unified
clown,11.95378227116808,unified
chocolate,12.861968472645383,unified
closet,15.546997389033942,unified
spill,15.951219512195122,unified
swing,20.57737151385132,unified
lawn,22.479150275373723,unified
shorts,16.5438904494382,unified
sock,17.502254703778572,unified
peas,28.056450067088363,unified
bathtub,12.54983108108108,unified
bite,24.021452081316554,unified
bird,22.101646639964397,unified
wake,18.421298789648233,unified
sticky,15.315932203389831,unified
farm,23.42981493299298,unified
sheep,25.076261243644897,unified
lamb,23.38582561388031,unified
deer,25.51255262747544,unified
donkey,19.608594657375146,unified
brown,23.080400949617516,unified
crib,28.50530638434392,unified
refrigerator,15.169054441260744,unified
glasses,14.803632694248234,unified
church,26.408523167518982,unified
helicopter,16.577303487766788,unified
noisy,24.34274010013655,unified
hammer,21.206017551190975,unified
basket,20.684516420268594,unified
slide,21.013940520446095,unified
mouse,18.368466710041204,unified
apple,20.019169603713575,unified
washing,21.049426650850137,unified
yum,16.047806155861167,unified
squirrel,21.673146473779386,unified
penguin,14.099400171379607,unified
snack,11.265748709122203,unified
slipper,21.921637426900585,unified
awake,22.89929461203662,unified
spoon,21.05380551751125,unified
lemme,17.752021563342318,unified
toothbrush,10.721343873517787,unified
sweep,25.97031560361951,unified
belt,19.708825701624814,unified
windy,26.762162162162163,unified
alligator,21.21759259259259,unified
cheese,14.597308594148231,unified
potato,21.02589783946201,unified
pony,21.69028213166144,unified
milk,20.52131256214783,unified
tickle,14.86214442013129,unified
pour,28.420424143556282,unified
elephant,22.048145224940804,unified
sidewalk,19.198824681684624,unified
stove,23.28294904639909,unified
pancake,10.980022831050228,unified
grandma,12.302261993537162,unified
backyard,13.14133482893999,unified
airplane,16.75252808988764,unified
turkey,15.866120218579235,unified
shovel,17.48453261600538,unified
puppy,12.878006121556625,unified
kitty,9.321100917431192,unified
motorcycle,17.01918707397122,unified
fork,24.06804351834778,unified
giraffe,24.251543209876544,unified
zebra,21.832378223495702,unified
goose,20.35097412038383,unified
orange,21.38830272241761,unified
playground,17.08116883116883,unified
clap,22.058938003892134,unified
melon,19.88842325825039,unified
bicycle,18.398725007244277,unified
chalk,26.327380952380953,unified
meow,12.845474613686534,unified
cracker,12.700780031201248,unified
shh,12.216630196936542,unified
grapes,26.240562800274535,unified
pillow,20.660103420843278,unified
pajamas,11.449404761904763,unified
splash,22.043912888254194,unified
thirsty,14.094269412056562,unified
pretzel,11.563829787234043,unified
vacuum,19.58596214511041,unified
yucky,7.565217391304348,unified
dryer,13.80859375,unified
turtle,17.671870397643595,unified
rocking,20.58070500927644,unified
hamburger,12.288683602771362,unified
noodles,10.595145631067961,unified
yogurt,10.866666666666667,unified
potty,11.767527675276753,unified
napkin,20.9378612716763,unified
fireman,13.189595375722543,unified
pumpkin,14.724331926863572,unified
bubbles,18.86564525633471,unified
owie,19.61221486387049,unified
donut,10.392961876832844,unified
stroller,18.545454545454547,unified
scissors,17.882909520993493,unified
broom,20.505468378506894,unified
tummy,9.520593080724877,unified
applesauce,10.537037037037036,unified
lollipop,11.625368731563421,unified
crayon,16.829736211031175,unified
zipper,14.668085106382978,unified
carrots,17.811720698254366,unified
snowman,11.878661087866108,unified
pet's,15.83206106870229,unified
quack,21.883636363636363,unified
vitamins,12.976086956521739,unified
underpants,9.826175869120654,unified
popsicle,12.178571428571429,unified
sandbox,16.74418604651163,unified
french,12.353075170842825,unified
firetruck,25.88888888888889,unified
babysitter's,9.11111111111111,unified
pattycake,15.333333333333334,unified
peekaboo,15.142857142857142,unified
cheerios,13.25,unified
vroom,9.714285714285714,unified
teddybear,8.333333333333334,unified
