Index	age	fit_prop	fit_se	aoa	language	form	measure	lexical_category	uni_lemma	words	prop	word_bytes	CleanedWord	CleanedSingle
2371	16	0.13181615129763	0.0498148544372326	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.12258064516129	63 6c 6f 63 6b	clock	clock
2372	17	0.15955458280862	0.0448082232362891	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.111353711790393	63 6c 6f 63 6b	clock	clock
2373	18	0.191840285263244	0.0400080569069826	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.177847113884555	63 6c 6f 63 6b	clock	clock
2374	19	0.228879829505058	0.0354982107470278	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.273684210526316	63 6c 6f 63 6b	clock	clock
2375	20	0.270675571628982	0.031404011143439	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.256983240223464	63 6c 6f 63 6b	clock	clock
2376	21	0.316966393774323	0.0279089854069057	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.314207650273224	63 6c 6f 63 6b	clock	clock
2377	22	0.367188116318389	0.0252630484676198	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.345814977973568	63 6c 6f 63 6b	clock	clock
2378	23	0.420468733662133	0.0237516814183868	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.457446808510638	63 6c 6f 63 6b	clock	clock
2379	24	0.475669210254738	0.023593934038489	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.477157360406091	63 6c 6f 63 6b	clock	clock
2380	25	0.531470672643115	0.0248156337318513	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.565389696169089	63 6c 6f 63 6b	clock	clock
2381	26	0.586496016097054	0.0272317504487505	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.588505747126437	63 6c 6f 63 6b	clock	clock
2382	27	0.639443162811138	0.0305602910388865	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.587257617728532	63 6c 6f 63 6b	clock	clock
2383	28	0.689203353064426	0.0345384589283984	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.80293501048218	63 6c 6f 63 6b	clock	clock
2384	29	0.734942785445502	0.0389678008463999	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.661538461538462	63 6c 6f 63 6b	clock	clock
2385	30	0.776137271036072	0.0437113767954008	24.4358932453702	English (American)	WS	produces	nouns	clock	clock	0.681528662420382	63 6c 6f 63 6b	clock	clock
2386	16	0.0280888454193267	0.0761290365535873	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.00860215053763441	63 6c 6f 73 65 74	closet	closet
2387	17	0.0387701700852125	0.0689128152228039	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.0262008733624454	63 6c 6f 73 65 74	closet	closet
2388	18	0.0532905640621431	0.0618311391552953	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.0405616224648986	63 6c 6f 73 65 74	closet	closet
2389	19	0.0728371241564391	0.0549360647344256	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.0789473684210526	63 6c 6f 73 65 74	closet	closet
2390	20	0.0988049491814562	0.0483075606890144	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.0707635009310987	63 6c 6f 73 65 74	closet	closet
2391	21	0.13270568966567	0.0420718124507957	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.139344262295082	63 6c 6f 73 65 74	closet	closet
2392	22	0.175966854817308	0.0364310603472005	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.185022026431718	63 6c 6f 73 65 74	closet	closet
2393	23	0.229597444756293	0.0317044899833149	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.24468085106383	63 6c 6f 73 65 74	closet	closet
2394	24	0.293746687788529	0.0283530418850813	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.3248730964467	63 6c 6f 73 65 74	closet	closet
2395	25	0.367274600123558	0.0268957813630047	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.394980184940555	63 6c 6f 73 65 74	closet	closet
2396	26	0.447544413323351	0.0276340170454864	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.44367816091954	63 6c 6f 73 65 74	closet	closet
2397	27	0.530644591500333	0.0304082638927025	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.520775623268698	63 6c 6f 73 65 74	closet	closet
2398	28	0.612079476488992	0.0347340452556356	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.711740041928721	63 6c 6f 73 65 74	closet	closet
2399	29	0.687700576162664	0.0401125050156078	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.617948717948718	63 6c 6f 73 65 74	closet	closet
2400	30	0.754493006256146	0.0461772670194772	26.6317991333837	English (American)	WS	produces	nouns	closet	closet	0.647133757961783	63 6c 6f 73 65 74	closet	closet
2401	16	0.0558674980125297	0.0628884153189685	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.0268817204301075	63 6c 6f 75 64	cloud	cloud
2402	17	0.0733591760064082	0.0567370418431997	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.0524017467248908	63 6c 6f 75 64	cloud	cloud
2403	18	0.0957718306450998	0.0507495749593565	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.0842433697347894	63 6c 6f 75 64	cloud	cloud
2404	19	0.124114828558487	0.0449915003711381	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.129824561403509	63 6c 6f 75 64	cloud	cloud
2405	20	0.159367393802043	0.0395631034979476	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.147113594040968	63 6c 6f 75 64	cloud	cloud
2406	21	0.202319950777991	0.0346198139334244	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.207650273224044	63 6c 6f 75 64	cloud	cloud
2407	22	0.253359967108293	0.030399213490368	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.255506607929515	63 6c 6f 75 64	cloud	cloud
2408	23	0.312235964577604	0.0272393309487116	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.370212765957447	63 6c 6f 75 64	cloud	cloud
2409	24	0.377869423713057	0.0255370011138021	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.422335025380711	63 6c 6f 75 64	cloud	cloud
2410	25	0.448306373372935	0.0255848393954631	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.479524438573316	63 6c 6f 75 64	cloud	cloud
2411	26	0.520880175475944	0.0273736715394442	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.485057471264368	63 6c 6f 75 64	cloud	cloud
2412	27	0.592583215286615	0.030599674603818	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.562326869806094	63 6c 6f 75 64	cloud	cloud
2413	28	0.660548599055189	0.0348661810903076	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.734800838574423	63 6c 6f 75 64	cloud	cloud
2414	29	0.722485710595002	0.0398402985359941	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.664102564102564	63 6c 6f 75 64	cloud	cloud
2415	30	0.776937952813516	0.045289474458251	25.712904420519	English (American)	WS	produces	nouns	cloud	cloud	0.685350318471338	63 6c 6f 75 64	cloud	cloud
2416	16	0.141135186774785	0.0489487653178264	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.0903225806451613	63 6f 61 74	coat	coat
2417	17	0.171523682982489	0.0439565534897883	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.122270742358079	63 6f 61 74	coat	coat
2418	18	0.206879203846549	0.0391860986376444	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.177847113884555	63 6f 61 74	coat	coat
2419	19	0.247346636430245	0.03472890469559	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.294736842105263	63 6f 61 74	coat	coat
2420	20	0.292807478630208	0.0307216223440292	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.290502793296089	63 6f 61 74	coat	coat
2421	21	0.342818026894348	0.0273626406021156	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.371584699453552	63 6f 61 74	coat	coat
2422	22	0.396580222906207	0.0249155550845157	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.378854625550661	63 6f 61 74	coat	coat
2423	23	0.452962423322102	0.0236649621338411	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.525531914893617	63 6f 61 74	coat	coat
2424	24	0.510577947614039	0.0238002257048192	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.586802030456853	63 6f 61 74	coat	coat
2425	25	0.567913798224957	0.0252991268146184	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.578599735799207	63 6f 61 74	coat	coat
2426	26	0.62348597266376	0.0279430788343295	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.64367816091954	63 6f 61 74	coat	coat
2427	27	0.675988573959059	0.0314445584335123	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.667590027700831	63 6f 61 74	coat	coat
2428	28	0.724406116117475	0.0355510846331471	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.792452830188679	63 6f 61 74	coat	coat
2429	29	0.768070886884262	0.040077097515731	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.71025641025641	63 6f 61 74	coat	coat
2430	30	0.806663854024235	0.0448959088910698	23.8168256991521	English (American)	WS	produces	nouns	coat	coat	0.672611464968153	63 6f 61 74	coat	coat
2431	16	0.0761316391742392	0.0577353367494863	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.0376344086021505	63 6f 66 66 65 65	coffee	coffee
2432	17	0.0973545373627266	0.0520202618371683	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.0611353711790393	63 6f 66 66 65 65	coffee	coffee
2433	18	0.123701500982702	0.0464841703675317	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.104524180967239	63 6f 66 66 65 65	coffee	coffee
2434	19	0.155946849211884	0.0411992775304016	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.182456140350877	63 6f 66 66 65 65	coffee	coffee
2435	20	0.194729773578671	0.03627553947794	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.176908752327747	63 6f 66 66 65 65	coffee	coffee
2436	21	0.240410561193528	0.0318807305581804	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.245901639344262	63 6f 66 66 65 65	coffee	coffee
2437	22	0.2929095367335	0.0282626806681566	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.29295154185022	63 6f 66 66 65 65	coffee	coffee
2438	23	0.351566708944024	0.0257509063393171	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.427659574468085	63 6f 66 66 65 65	coffee	coffee
2439	24	0.415074974597751	0.0246854442366661	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.481218274111675	63 6f 66 66 65 65	coffee	coffee
2440	25	0.481536057681469	0.0252500506563058	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.494055482166447	63 6f 66 66 65 65	coffee	coffee
2441	26	0.548656971183428	0.0273439368096412	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.563218390804598	63 6f 66 66 65 65	coffee	coffee
2442	27	0.614052935781946	0.030655319660256	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.570637119113573	63 6f 66 66 65 65	coffee	coffee
2443	28	0.675576373382732	0.0348387469323237	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.745283018867924	63 6f 66 66 65 65	coffee	coffee
2444	29	0.731579517752385	0.0396189332677659	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.669230769230769	63 6f 66 66 65 65	coffee	coffee
2445	30	0.7810483879358	0.0448052829458321	25.2745437383205	English (American)	WS	produces	nouns	coffee	coffee	0.671337579617834	63 6f 66 66 65 65	coffee	coffee
2446	16	0.0490981510791445	0.0705653030315715	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.0354838709677419	63 6f 6b 65	coke	coke
2447	17	0.0587258934926994	0.0641214949689805	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.0436681222707424	63 6f 6b 65	coke	coke
2448	18	0.0701023754927036	0.0578260581974607	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.0483619344773791	63 6f 6b 65	coke	coke
2449	19	0.083487254696766	0.0517331872276868	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.1	63 6f 6b 65	coke	coke
2450	20	0.0991552468874229	0.0459235786856092	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.104283054003724	63 6f 6b 65	coke	coke
2451	21	0.11738703296808	0.0405192579193084	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.0956284153005464	63 6f 6b 65	coke	coke
2452	22	0.138455884310894	0.0357047365184116	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.151982378854626	63 6f 6b 65	coke	coke
2453	23	0.162609527465924	0.0317494712057793	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.136170212765957	63 6f 6b 65	coke	coke
2454	24	0.190047300397273	0.0290071094444737	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.188832487309645	63 6f 6b 65	coke	coke
2455	25	0.220893505505154	0.0278384381616571	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.295904887714663	63 6f 6b 65	coke	coke
2456	26	0.255169013175455	0.0284381371527178	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.23448275862069	63 6f 6b 65	coke	coke
2457	27	0.292764457745635	0.0307027590719927	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.240997229916898	63 6f 6b 65	coke	coke
2458	28	0.333419478105932	0.0343041389489451	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.479035639412998	63 6f 6b 65	coke	coke
2459	29	0.376712937738984	0.0388724998926476	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.248717948717949	63 6f 6b 65	coke	coke
2460	30	0.422068457337949	0.0441084040887777	31.6608266376183	English (American)	WS	produces	nouns	coke	coke	0.318471337579618	63 6f 6b 65	coke	coke
2461	16	0.0800332259836963	0.0574117914847149	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.0473118279569892	63 6f 6d 62	comb	comb
2462	17	0.0990915523444344	0.0518676381252582	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.0851528384279476	63 6f 6d 62	comb	comb
2463	18	0.122085969167609	0.0464895642413422	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.0982839313572543	63 6f 6d 62	comb	comb
2464	19	0.149530650916726	0.0413424345854936	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.189473684210526	63 6f 6d 62	comb	comb
2465	20	0.18186677992773	0.036524017125866	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.176908752327747	63 6f 6d 62	comb	comb
2466	21	0.219391744835464	0.0321822990479872	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.251366120218579	63 6f 6d 62	comb	comb
2467	22	0.262178128835803	0.0285357062724299	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.242290748898678	63 6f 6d 62	comb	comb
2468	23	0.309995135893972	0.0258797663893535	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.314893617021277	63 6f 6d 62	comb	comb
2469	24	0.362251379195606	0.024538290480745	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.386802030456853	63 6f 6d 62	comb	comb
2470	25	0.417980402704599	0.0247261543009851	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.425363276089828	63 6f 6d 62	comb	comb
2471	26	0.475885389171374	0.0264107426772444	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.503448275862069	63 6f 6d 62	comb	comb
2472	27	0.534446073431889	0.0293353296633924	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.515235457063712	63 6f 6d 62	comb	comb
2473	28	0.592072379363348	0.033173565072283	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.729559748427673	63 6f 6d 62	comb	comb
2474	29	0.647273365211655	0.0376470302706451	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.535897435897436	63 6f 6d 62	comb	comb
2475	30	0.698804529058799	0.0425558688342929	26.4115924237832	English (American)	WS	produces	nouns	comb (object)	comb	0.577070063694267	63 6f 6d 62	comb	comb
2476	16	0.318178361500613	0.0432340297660913	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.355913978494624	63 6f 6f 6b 69 65	cookie	cookie
2477	17	0.379426383841884	0.0381032705993186	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.312227074235808	63 6f 6f 6b 69 65	cookie	cookie
2478	18	0.44477342030479	0.0335326753358767	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.405616224648986	63 6f 6f 6b 69 65	cookie	cookie
2479	19	0.512087905825791	0.0297812790904709	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.550877192982456	63 6f 6f 6b 69 65	cookie	cookie
2480	20	0.578966786714746	0.0271902930770251	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.58659217877095	63 6f 6f 6b 69 65	cookie	cookie
2481	21	0.643068126105879	0.0261075214302565	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.601092896174863	63 6f 6f 6b 69 65	cookie	cookie
2482	22	0.702426199612953	0.026716970208369	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.696035242290749	63 6f 6f 6b 69 65	cookie	cookie
2483	23	0.75566361547782	0.0289118228976529	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.738297872340426	63 6f 6f 6b 69 65	cookie	cookie
2484	24	0.802060524492897	0.0323711861642789	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.811167512690355	63 6f 6f 6b 69 65	cookie	cookie
2485	25	0.841495157136841	0.0367395844882104	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.858652575957728	63 6f 6f 6b 69 65	cookie	cookie
2486	26	0.87430461624764	0.0417325248135921	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.862068965517241	63 6f 6f 6b 69 65	cookie	cookie
2487	27	0.90112074483027	0.0471520240343361	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.886426592797784	63 6f 6f 6b 69 65	cookie	cookie
2488	28	0.922721533374796	0.0528670625060531	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.961215932914046	63 6f 6f 6b 69 65	cookie	cookie
2489	29	0.939918121207348	0.0587915164778902	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.912820512820513	63 6f 6f 6b 69 65	cookie	cookie
2490	30	0.953480918610672	0.064868033003845	18.8209992707183	English (American)	WS	produces	nouns	cookie	cookie	0.932484076433121	63 6f 6f 6b 69 65	cookie	cookie
2491	16	0.0775875434852578	0.0573330007993772	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.043010752688172	63 6f 72 6e	corn	corn
2492	17	0.100386787576488	0.0515687906774573	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.0786026200873362	63 6f 72 6e	corn	corn
2493	18	0.1289490583898	0.0459947771078769	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.113884555382215	63 6f 72 6e	corn	corn
2494	19	0.164155045187953	0.0406892003910742	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.208771929824561	63 6f 72 6e	corn	corn
2495	20	0.206692213272855	0.0357717024157442	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.195530726256983	63 6f 72 6e	corn	corn
2496	21	0.256864591954578	0.0314249982811451	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.240437158469945	63 6f 72 6e	corn	corn
2497	22	0.314389303296375	0.0279169930009167	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.314977973568282	63 6f 72 6e	corn	corn
2498	23	0.378239669478318	0.0255948947536485	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.438297872340426	63 6f 72 6e	corn	corn
2499	24	0.446610465771469	0.0247941713852531	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.46497461928934	63 6f 72 6e	corn	corn
2500	25	0.517062345603213	0.0256576575295974	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.538969616908851	63 6f 72 6e	corn	corn
2501	26	0.586842396633679	0.0280319817908895	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.593103448275862	63 6f 72 6e	corn	corn
2502	27	0.653300419835547	0.0315781692682977	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.628808864265928	63 6f 72 6e	corn	corn
2503	28	0.714273262238077	0.0359511015623111	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.810272536687631	63 6f 72 6e	corn	corn
2504	29	0.768325658479361	0.0408863643620194	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.694871794871795	63 6f 72 6e	corn	corn
2505	30	0.814803909101336	0.0462041127599898	24.758444772717	English (American)	WS	produces	nouns	corn	corn	0.710828025477707	63 6f 72 6e	corn	corn
2506	16	0.069037689409323	0.059146433519461	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.0258064516129032	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2507	17	0.0926076945872635	0.053038642763665	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.0655021834061135	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2508	18	0.123160120833944	0.0471380608918271	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.121684867394696	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2509	19	0.161992700844657	0.0415330961205856	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.191228070175439	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2510	20	0.210134981938369	0.0363607135844757	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.201117318435754	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2511	21	0.268008851912789	0.0318324840638148	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.286885245901639	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2512	22	0.335060521295602	0.028259772137511	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.332599118942731	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2513	23	0.409502766803076	0.0260389041848028	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.451063829787234	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2514	24	0.488337683200882	0.0255252124636977	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.521827411167513	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2515	25	0.567757061563321	0.0268169823391587	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.595772787318362	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2516	26	0.643839819248797	0.029679399295317	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.655172413793103	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2517	27	0.713293299608214	0.0337147604703527	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.686980609418283	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2518	28	0.773957952274005	0.0385565238955215	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.850104821802935	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2519	29	0.824936850248789	0.0439389135792961	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.748717948717949	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2520	30	0.866403148371543	0.0496865459500061	24.1460959714004	English (American)	WS	produces	nouns	couch	couch, sofa	0.769426751592357	63 6f 75 63 68 2c 20 73 6f 66 61	couch, sofa	couch
2521	16	0.238639517772447	0.0443771933492191	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.210752688172043	63 6f 77	cow	cow
2522	17	0.289074556250216	0.039380771390822	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.248908296943231	63 6f 77	cow	cow
2523	18	0.345334018637309	0.034776465225656	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.335413416536661	63 6f 77	cow	cow
2524	19	0.406285333135248	0.0307409730542029	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.480701754385965	63 6f 77	cow	cow
2525	20	0.470266810554186	0.0275256212921719	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.46927374301676	63 6f 77	cow	cow
2526	21	0.535240632918394	0.0254432651834191	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.513661202185792	63 6f 77	cow	cow
2527	22	0.599039960780095	0.024781185834023	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.581497797356828	63 6f 77	cow	cow
2528	23	0.659650345936785	0.025649602569238	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.676595744680851	63 6f 77	cow	cow
2529	24	0.715450731954152	0.0279059951453485	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.742131979695431	63 6f 77	cow	cow
2530	25	0.765356827168514	0.0312511524686283	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.784676354029062	63 6f 77	cow	cow
2531	26	0.808848621927516	0.0353775636336869	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.797701149425287	63 6f 77	cow	cow
2532	27	0.845902163716812	0.0400444378055999	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.842105263157895	63 6f 77	cow	cow
2533	28	0.876866529662529	0.0450842489363018	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.930817610062893	63 6f 77	cow	cow
2534	29	0.9023273503616	0.0503852112986259	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.866666666666667	63 6f 77	cow	cow
2535	30	0.922985917776389	0.0558730439974126	20.4574991230105	English (American)	WS	produces	nouns	cow	cow	0.852229299363057	63 6f 77	cow	cow
2536	16	0.303057635099243	0.041896070250915	20.2621623782152	English (American)	WS	produces	nouns	cracker	cracker	0.32258064516129	63 72 61 63 6b 65 72	cracker	cracker
2537	17	0.34583661351614	0.0374066407535483	20.2621623782152	English (American)	WS	produces	nouns	cracker	cracker	0.281659388646288	63 72 61 63 6b 65 72	cracker	cracker
2538	18	0.391264111990791	0.0332444070011072	20.2621623782152	English (American)	WS	produces	nouns	cracker	cracker	0.358814352574103	63 72 61 63 6b 65 72	cracker	cracker
2539	19	0.438657412389978	0.0295479639846868	20.2621623782152	English (American)	WS	produces	nouns	cracker	cracker	0.48421052631579	63 72 61 63 6b 65 72	cracker	cracker
2540	20	0.487196887040308	0.0265128555387807	20.2621623782152	English (American)	WS	produces	nouns	cracker	cracker	0.463687150837989	63 72 61 63 6b 65 72	cracker	cracker
2541	21	0.535979048698919	0.0243872629951579	20.2621623782152	English (American)	WS	produces	nouns	cracker	cracker	0.502732240437158	63 72 61 63 6b 65 72	cracker	cracker
2542	22	0.584082273321947	0.0234201502634926	20.2621623782152	English (American)	WS	produces	nouns	cracker	cracker	0.535242290748899	63 72 61 63 6b 65 72	cracker	cracker
2543	23	0.630635341659079	0.0237534425868963	20.2621623782152	English (American)	WS	produces	nouns	cracker	cracker	0.665957446808511	63 72 61 63 6b 65 72	cracker	cracker
2544	24	0.674878214832689	0.0253358715162557	20.2621623782152	English (American)	WS	produces	nouns	cracker	cracker	0.70761421319797	63 72 61 63 6b 65 72	cracker	cracker
